journal_title,publisher,issn
The American Journal of Family Therapy,Informa UK Limited,0192-6187
The American Journal of Family Therapy,Informa UK Limited,1521-0383
The Journal of Mathematical Neuroscience,Springer Nature,2190-8567
The American Journal of Bioethics,Informa UK Limited,1526-5161
The American Journal of Bioethics,Informa UK Limited,1536-0075
Journal of Qur'anic Studies,Edinburgh University Press,1465-3591
Journal of Qur'anic Studies,Edinburgh University Press,1755-1730
Augustinian Studies,Philosophy Documentation Center,0094-5323
Augustinian Studies,Philosophy Documentation Center,2153-7917
Applied Psychology,Wiley,0269-994X
Applied Psychology,Wiley,1464-0597
Journal of Artificial Organs,Springer Science and Business Media LLC,1434-7229
Journal of Artificial Organs,Springer Science and Business Media LLC,1619-0904
American Literary History,Oxford University Press (OUP),0896-7148
American Literary History,Oxford University Press (OUP),1468-4365
Academy of Management Review,Academy of Management,0363-7425
Academy of Management Review,Academy of Management,1930-3807
Civil War History,Project Muse,0009-8078
Civil War History,Project Muse,1533-6271
Die Rehabilitation,Georg Thieme Verlag KG,0034-3536
Die Rehabilitation,Georg Thieme Verlag KG,1439-1309
"Annual Review of Ecology, Evolution, and Systematics",Annual Reviews,1543-592X
"Annual Review of Ecology, Evolution, and Systematics",Annual Reviews,1545-2069
Shakespeare,Informa UK Limited,1745-0918
Shakespeare,Informa UK Limited,1745-0926
Seminars in Speech and Language,Georg Thieme Verlag KG,0734-0478
Seminars in Speech and Language,Georg Thieme Verlag KG,1098-9056
Aquaculture Economics & Management,Informa UK Limited,1365-7305
Aquaculture Economics & Management,Informa UK Limited,1551-8663
International Journal of Spray and Combustion Dynamics,SAGE Publications,1756-8277
International Journal of Spray and Combustion Dynamics,SAGE Publications,1756-8285
British Journal of Industrial Relations,Wiley,0007-1080
British Journal of Industrial Relations,Wiley,1467-8543
Pragmatics,John Benjamins Publishing Company,1018-2101
Pragmatics,John Benjamins Publishing Company,2406-4238
PalZ,Springer Science and Business Media LLC,0031-0220
PalZ,Springer Science and Business Media LLC,1867-6812
International Regional Science Review,SAGE Publications,0160-0176
International Regional Science Review,SAGE Publications,1552-6925
Research in Transportation Economics,Elsevier BV,0739-8859
Research in Transportation Economics,Elsevier BV,1875-7979
Cahiers Élisabéthains: A Journal of English Renaissance Studies,SAGE Publications,0184-7678
Cahiers Élisabéthains: A Journal of English Renaissance Studies,SAGE Publications,2054-4715
Childhood,SAGE Publications,0907-5682
Childhood,SAGE Publications,1461-7013
Natural Resources Forum,Wiley,0165-0203
Natural Resources Forum,Wiley,1477-8947
Architectural Theory Review,Informa UK Limited,1326-4826
Proceedings of the Entomological Society of Washington,Entomological Society of Washington,0013-8797
Proceedings of the Entomological Society of Washington,Entomological Society of Washington,2378-6477
The Catholic Historical Review,Project Muse,0008-8080
The Catholic Historical Review,Project Muse,1534-0708
Journal of Asian History,Harrassowitz Publishing House,0021-910X
Medicina Intensiva,Elsevier BV,0210-5691
Medicina Intensiva,Elsevier BV,1578-6749
Medicina Intensiva,Elsevier BV,1697-154X
Annual Review of Fluid Mechanics,Annual Reviews,0066-4189
Annual Review of Fluid Mechanics,Annual Reviews,1545-4479
Renaissance Quarterly,Cambridge University Press (CUP),0034-4338
Renaissance Quarterly,Cambridge University Press (CUP),1935-0236
Journal of Employment Counseling,Wiley,0022-0787
Journal of Employment Counseling,Wiley,2161-1920
International Journal of Bilingualism,SAGE Publications,1367-0069
International Journal of Bilingualism,SAGE Publications,1756-6878
Survey Review,Informa UK Limited,0039-6265
Survey Review,Informa UK Limited,1752-2706
Music Analysis,Wiley,0262-5245
Music Analysis,Wiley,1468-2249
Personnel Psychology,Wiley,0031-5826
Personnel Psychology,Wiley,1744-6570
Historical Reflections/Réflexions Historiques,Berghahn Books,0315-7997
Historical Reflections/Réflexions Historiques,Berghahn Books,1939-2419
International Journal of Systematic Theology,Wiley,1463-1652
International Journal of Systematic Theology,Wiley,1468-2400
Children & Society,Wiley,0951-0605
Children & Society,Wiley,1099-0860
Acta Zoologica,Wiley,0001-7272
Acta Zoologica,Wiley,1463-6395
Pigment & Resin Technology,Emerald,0369-9420
Pigment & Resin Technology,Emerald,1758-6941
Gesnerus,Schwabe Verlagsgruppe AG,0016-9161
Gesnerus,Schwabe Verlagsgruppe AG,2297-7953
Traitement du signal,International Information and Engineering Technology Association,0765-0019
Traitement du signal,International Information and Engineering Technology Association,1958-5608
Journal of Institutional and Theoretical Economics,Mohr Siebeck,0932-4569
Journal of Institutional and Theoretical Economics,Mohr Siebeck,1614-0559
"THEORIA. An International Journal for Theory, History and Foundations of Science",UPV/EHU Press,0495-4548
"THEORIA. An International Journal for Theory, History and Foundations of Science",UPV/EHU Press,2171-679X
Journal of Toxicologic Pathology,Japanese Society of Toxicologic Pathology,0914-9198
Journal of Toxicologic Pathology,Japanese Society of Toxicologic Pathology,1881-915X
Veterinary and Comparative Oncology,Wiley,1476-5810
Veterinary and Comparative Oncology,Wiley,1476-5829
The London Journal,Informa UK Limited,0305-8034
The London Journal,Informa UK Limited,1749-6322
Spiritus: A Journal of Christian Spirituality,Project Muse,1533-1709
Spiritus: A Journal of Christian Spirituality,Project Muse,1535-3117
World Psychiatry,Wiley,1723-8617
World Psychiatry,Wiley,2051-5545
Classical Antiquity,University of California Press,0278-6656
Classical Antiquity,University of California Press,1067-8344
Archives of American Art Journal,University of Chicago Press,0003-9853
Archives of American Art Journal,University of Chicago Press,2327-0667
IEEE Consumer Electronics Magazine,Institute of Electrical and Electronics Engineers (IEEE),2162-2248
IEEE Consumer Electronics Magazine,Institute of Electrical and Electronics Engineers (IEEE),2162-2256
Journal of the Polynesian Society,The Polynesian Society,0032-4000
Journal of the Polynesian Society,The Polynesian Society,2230-5955
Bauphysik,Wiley,0171-5445
Bauphysik,Wiley,1437-0980
International Journal of Odonatology,Informa UK Limited,1388-7890
International Journal of Odonatology,Informa UK Limited,2159-6719
Deutsche Entomologische Zeitschrift,Pensoft Publishers,1435-1951
Deutsche Entomologische Zeitschrift,Pensoft Publishers,1860-1324
Narrative,Project Muse,1063-3685
Narrative,Project Muse,1538-974X
Journal of Gastrointestinal and Liver Diseases,Romanian Society of Gastroenterology and Hepatology,1841-8724
Journal of Gastrointestinal and Liver Diseases,Romanian Society of Gastroenterology and Hepatology,1842-1121
Mind,Oxford University Press (OUP),0026-4423
Mind,Oxford University Press (OUP),1460-2113
Bulletin of Marine Science,Bulletin of Marine Science,0007-4977
Bulletin of Marine Science,Bulletin of Marine Science,1553-6955
Kant-Studien,Walter de Gruyter GmbH,0022-8877
Kant-Studien,Walter de Gruyter GmbH,1613-1134
Archaeologies,Springer Science and Business Media LLC,1555-8622
Archaeologies,Springer Science and Business Media LLC,1935-3987
Journal of Constructivist Psychology,Informa UK Limited,1072-0537
Journal of Constructivist Psychology,Informa UK Limited,1521-0650
The Internet and Higher Education,Elsevier BV,1096-7516
The Internet and Higher Education,Elsevier BV,1873-5525
Herpetological Monographs,Herpetologists League,0733-1347
Herpetological Monographs,Herpetologists League,1938-5137
Information Systems and e-Business Management,Springer Science and Business Media LLC,1617-9846
Information Systems and e-Business Management,Springer Science and Business Media LLC,1617-9854
Therapeutics and Clinical Risk Management,Dove Medical Press Ltd.,1176-6336
Therapeutics and Clinical Risk Management,Dove Medical Press Ltd.,1178-203X
Annales de Paléontologie,Elsevier BV,0753-3969
Annales de Paléontologie,Elsevier BV,1778-3666
Comptes Rendus Geoscience,Elsevier BV,1631-0713
Comptes Rendus Geoscience,Elsevier BV,1778-7025
"Blumea - Biodiversity, Evolution and Biogeography of Plants",Naturalis Biodiversity Center,0006-5196
"Blumea - Biodiversity, Evolution and Biogeography of Plants",Naturalis Biodiversity Center,2212-1676
Journal of the American Society of Brewing Chemists,Informa UK Limited,0361-0470
Journal of the American Society of Brewing Chemists,Informa UK Limited,1943-7854
Revista de la Unión Matemática Argentina,Union Matematica Argentina,0041-6932
Revista de la Unión Matemática Argentina,Union Matematica Argentina,1669-9637
Revija za socijalnu politiku,Pravni Fakultet Sveucilista u Zagrebu (Law School of the University of Zagreb),1330-2965
Revija za socijalnu politiku,Pravni Fakultet Sveucilista u Zagrebu (Law School of the University of Zagreb),1845-6014
Biology of the Cell,Wiley,0248-4900
Biology of the Cell,Wiley,1768-322X
Organic Preparations and Procedures International,Informa UK Limited,0030-4948
Organic Preparations and Procedures International,Informa UK Limited,1945-5453
Journal of Commutative Algebra,Rocky Mountain Mathematics Consortium,1939-0807
Journal of Commutative Algebra,Rocky Mountain Mathematics Consortium,1939-2346
Western Historical Quarterly,Oxford University Press (OUP),0043-3810
Western Historical Quarterly,Oxford University Press (OUP),1939-8603
Revista de ciencia política (Santiago),SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica (CONICYT),0716-1417
Revista de ciencia política (Santiago),SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica (CONICYT),0718-090X
International Journal of Management Reviews,Wiley,1460-8545
International Journal of Management Reviews,Wiley,1468-2370
Earth System Science Data,Copernicus GmbH,1866-3508
Earth System Science Data,Copernicus GmbH,1866-3516
Novel,Duke University Press,0029-5132
Novel,Duke University Press,1945-8509
2D Materials,IOP Publishing,2053-1583
Research on Language and Social Interaction,Informa UK Limited,0835-1813
Research on Language and Social Interaction,Informa UK Limited,1532-7973
British Politics,Springer Science and Business Media LLC,1746-918X
British Politics,Springer Science and Business Media LLC,1746-9198
Catalysis Reviews,Informa UK Limited,0161-4940
Catalysis Reviews,Informa UK Limited,1520-5703
Cancer Nanotechnology,Springer Science and Business Media LLC,1868-6958
Cancer Nanotechnology,Springer Science and Business Media LLC,1868-6966
International Journal of Data Warehousing and Mining,IGI Global,1548-3924
International Journal of Data Warehousing and Mining,IGI Global,1548-3932
Zeitschrift für Entwicklungspsychologie und Pädagogische Psychologie,Hogrefe Publishing Group,0049-8637
Zeitschrift für Entwicklungspsychologie und Pädagogische Psychologie,Hogrefe Publishing Group,2190-6262
Plant Ecology and Evolution,Botanical Garden Meise,2032-3913
Plant Ecology and Evolution,Botanical Garden Meise,2032-3921
Clinics in Laboratory Medicine,Elsevier BV,0272-2712
Clinics in Laboratory Medicine,Elsevier BV,1557-9832
Chemija,Lithuanian Academy of Sciences,0235-7216
Chemija,Lithuanian Academy of Sciences,2424-4538
IEEE Robotics & Automation Magazine,Institute of Electrical and Electronics Engineers (IEEE),1070-9932
IEEE Robotics & Automation Magazine,Institute of Electrical and Electronics Engineers (IEEE),1558-223X
The Antioch Review,The Antioch Review,0003-5769
The Antioch Review,The Antioch Review,2326-9707
Contemporary British History,Informa UK Limited,1361-9462
Contemporary British History,Informa UK Limited,1743-7997
The Korean Journal of Pain,Korean Pain Society,2005-9159
The Korean Journal of Pain,Korean Pain Society,2093-0569
Cardiovascular Engineering and Technology,Springer Science and Business Media LLC,1869-408X
Cardiovascular Engineering and Technology,Springer Science and Business Media LLC,1869-4098
Journal of Classification,Springer Science and Business Media LLC,0176-4268
Journal of Classification,Springer Science and Business Media LLC,1432-1343
The Journal of World Energy Law & Business,Oxford University Press (OUP),1754-9957
The Journal of World Energy Law & Business,Oxford University Press (OUP),1754-9965
Sociological Inquiry,Wiley,0038-0245
Sociological Inquiry,Wiley,1475-682X
Current Hypertension Reports,Springer Science and Business Media LLC,1522-6417
Current Hypertension Reports,Springer Science and Business Media LLC,1534-3111
Bangladesh Journal of Plant Taxonomy,Bangladesh Journals Online (JOL),1028-2092
Bangladesh Journal of Plant Taxonomy,Bangladesh Journals Online (JOL),2224-7297
Social Semiotics,Informa UK Limited,1035-0330
Social Semiotics,Informa UK Limited,1470-1219
Natural Language Semantics,Springer Science and Business Media LLC,0925-854X
Natural Language Semantics,Springer Science and Business Media LLC,1572-865X
Current Issues in Language Planning,Informa UK Limited,1466-4208
Current Issues in Language Planning,Informa UK Limited,1747-7506
Caldasia,Universidad Nacional de Colombia,0366-5232
Caldasia,Universidad Nacional de Colombia,2357-3759
Forum for Modern Language Studies,Oxford University Press (OUP),0015-8518
Forum for Modern Language Studies,Oxford University Press (OUP),1471-6860
Mobile Media & Communication,SAGE Publications,2050-1579
Mobile Media & Communication,SAGE Publications,2050-1587
Time & Society,SAGE Publications,0961-463X
Time & Society,SAGE Publications,1461-7463
Mathematical Structures in Computer Science,Cambridge University Press (CUP),0960-1295
